,Player,Team,Pos,G,MIN,PTS,REB,AST,STL,BLK,3PM,FG%,FT%,TO,3PA,3P%,FGM,FGA,FTM,FTA,2DBL,3DBL,PF,FPTS
T276,Jae Crowder,FA,F,18,18.9,6.9,3.8,1.5,0.7,0.3,1.3,47.9,83.3,0.4,3.1,43.6,2.5,5.2,0.6,0.7,0.0,0.0,1.5,16.4
T276,Ty Jerome,MEM,G,45,18.2,6.9,1.7,3.0,0.5,0.1,0.8,48.8,92.7,0.7,2.0,38.9,2.6,5.4,0.8,0.9,0.0,0.0,1.4,14.6
T276,Romeo Langford,FA,F,43,19.7,6.9,2.7,1.2,0.6,0.3,0.4,46.7,69.6,0.7,1.4,26.2,2.8,6.0,0.9,1.3,0.0,0.0,1.6,13.7
T283,Justise Winslow,FA,F,29,26.7,6.8,5.0,3.4,1.0,0.4,0.5,40.9,71.4,1.5,1.6,31.1,2.8,6.8,0.7,1.0,0.0,0.0,3.1,20.6
T283,Aaron Wiggins,OKC,F,70,18.6,6.8,3.0,1.1,0.6,0.2,0.7,51.2,83.1,0.8,1.7,39.3,2.7,5.2,0.8,1.0,0.0,0.0,1.6,13.7
T283,Jeremiah Robinson-Earl,DAL,F,43,19.0,6.8,4.2,1.0,0.6,0.3,0.9,44.4,83.3,0.4,2.6,33.3,2.6,5.8,0.8,1.0,0.0,0.0,1.7,15.3
T283,Larry Nance,CLE,C,65,21.2,6.8,5.4,1.8,0.9,0.6,0.2,61.0,69.6,0.6,0.6,33.3,2.9,4.7,0.8,1.2,0.0,0.0,2.0,19.7
T283,Will Barton,FA,F,56,17.7,6.8,2.4,2.0,0.5,0.2,1.2,37.9,78.7,0.9,3.2,36.7,2.5,6.5,0.7,0.8,0.0,0.0,1.0,14.0
T288,Theo Maledon,FA,G,44,19.4,6.7,2.8,3.5,0.8,0.3,0.6,40.2,85.1,1.3,2.2,29.5,2.3,5.8,1.4,1.7,0.0,0.0,1.4,17.2
T288,Dwight Powell,DAL,C,76,19.2,6.7,4.1,0.9,0.6,0.3,0.0,73.2,66.7,0.9,0.1,0.0,2.6,3.5,1.5,2.2,0.0,0.0,2.8,15.0
T288,David Roddy,TOR,F,70,18.0,6.7,2.8,0.8,0.4,0.3,0.9,42.9,63.1,0.8,3.0,30.7,2.6,6.0,0.6,0.9,0.0,0.0,1.5,12.5
T288,Isaiah Livers,PHO,F,52,23.0,6.7,2.8,0.8,0.5,0.5,1.4,41.7,82.1,0.6,3.9,36.5,2.3,5.5,0.6,0.8,0.0,0.0,2.0,13.8
T288,Terence Davis,SAC,G,64,13.1,6.7,2.2,1.0,0.7,0.2,1.4,42.3,79.1,0.8,3.8,36.6,2.4,5.7,0.5,0.7,0.0,0.0,1.6,12.7
T288,Anthony Lamb,FA,F,62,19.2,6.7,3.5,1.5,0.5,0.3,1.2,47.1,76.7,0.9,3.2,36.7,2.4,5.1,0.7,1.0,0.0,0.0,2.2,14.6
T294,Mo Bamba,UTA,C,49,15.7,6.6,4.6,0.9,0.3,0.9,1.0,48.5,66.1,0.6,2.5,38.7,2.4,4.9,0.8,1.3,0.0,0.0,2.1,16.3
T294,Nassir Little,FA,F,54,18.1,6.6,2.6,0.9,0.4,0.4,1.1,44.2,71.7,0.7,2.9,36.7,2.5,5.6,0.6,0.9,0.0,0.0,1.2,12.7
T294,Jock Landale,MEM,C,69,14.2,6.6,4.1,1.0,0.2,0.4,0.3,52.8,75.2,0.9,1.2,25.0,2.6,4.9,1.1,1.5,0.0,0.0,1.8,14.1
T294,Jordan Goodwin,PHO,G,62,17.8,6.6,3.3,2.7,0.9,0.4,0.6,44.8,76.8,0.9,1.9,32.2,2.5,5.7,0.9,1.1,0.0,0.0,1.5,17.7
T294,Kevin Knox,FA,F,63,15.1,6.6,2.8,0.5,0.4,0.2,1.0,45.8,76.7,0.8,3.0,34.9,2.4,5.3,0.7,1.0,0.0,0.0,1.5,11.7
T294,Drew Eubanks,SAC,C,78,20.3,6.6,5.4,1.3,0.5,1.3,0.1,64.1,66.4,0.9,0.2,38.9,2.7,4.3,1.1,1.6,0.0,0.0,2.2,19.7
T300,Cody Zeller,FA,C,15,14.5,6.5,4.3,0.7,0.2,0.3,0.0,62.7,68.6,0.9,0.1,0.0,2.5,3.9,1.6,2.3,0.0,0.0,2.2,13.1
T300,Brandon Boston,FA,F,22,11.3,6.5,1.4,0.9,0.4,0.0,0.5,41.8,76.3,0.5,1.3,41.4,2.3,5.5,1.3,1.7,0.0,0.0,1.0,10.2
T300,Jay Scrubb,FA,G,2,15.5,6.5,3.0,0.5,1.0,0.5,1.0,71.4,50.0,1.5,1.0,100.0,2.5,3.5,0.5,1.0,0.0,0.0,1.0,13.9
T300,Luka Garza,BOS,C,28,8.6,6.5,2.3,0.6,0.1,0.1,0.5,54.3,78.8,0.5,1.4,35.9,2.3,4.1,1.5,1.9,0.0,0.0,1.5,10.2
T304,Duncan Robinson,DET,F,42,16.5,6.4,1.6,1.1,0.3,0.0,1.5,37.1,90.6,0.7,4.6,32.8,2.1,5.6,0.7,0.8,0.0,0.0,1.8,10.3
T304,Dario Saric,SAC,C,57,14.2,6.4,3.6,1.3,0.4,0.1,0.8,45.8,82.9,1.0,2.0,39.1,2.2,4.9,1.1,1.3,0.0,0.0,1.7,13.1
T304,Sam Hauser,BOS,F,80,16.1,6.4,2.6,0.9,0.4,0.3,1.8,45.5,70.6,0.4,4.2,41.8,2.3,5.0,0.2,0.2,0.0,0.0,1.2,12.3
T304,Isaac Okoro,CHI,F,76,21.8,6.4,2.5,1.1,0.7,0.4,0.8,49.4,75.7,0.6,2.3,36.3,2.3,4.7,1.0,1.4,0.0,0.0,2.1,14.0
T304,R.J. Hampton,FA,G,47,15.9,6.4,1.9,1.1,0.6,0.2,0.9,43.0,75.0,0.9,2.5,35.3,2.2,5.0,1.2,1.6,0.0,0.0,1.1,11.8
T304,JaMychal Green,FA,F,57,14.0,6.4,3.6,0.9,0.4,0.4,0.7,54.0,77.6,0.9,1.9,37.8,2.4,4.4,0.9,1.2,0.0,0.0,1.8,13.7
T310,Goran Dragic,FA,G,58,15.0,6.3,1.4,2.6,0.2,0.1,0.9,42.1,68.9,1.1,2.5,35.9,2.4,5.8,0.5,0.8,0.0,0.0,1.1,11.7
T310,Simone Fontecchio,MIA,F,52,14.8,6.3,1.7,0.8,0.3,0.2,1.2,36.9,79.5,0.8,3.7,33.0,2.2,6.0,0.7,0.8,0.0,0.0,1.2,10.1
T312,Patrick Beverley,FA,G,67,27.1,6.2,3.7,2.9,0.9,0.6,1.2,40.0,72.3,0.9,3.6,33.5,2.1,5.4,0.7,1.0,0.0,0.0,2.8,18.7
T312,Patty Mills,FA,G,40,14.2,6.2,1.1,1.4,0.4,0.1,1.2,41.1,83.3,0.8,3.4,36.6,2.2,5.2,0.6,0.8,0.0,0.0,0.8,10.2
T312,Nickeil Alexander-Walker,ATL,G,59,14.9,6.2,1.7,1.8,0.5,0.4,1.0,44.4,66.7,0.9,2.7,38.4,2.2,5.0,0.7,1.0,0.0,0.0,1.5,12.7
T312,Jared Butler,PHO,G,6,13.0,6.2,0.7,1.3,0.8,0.0,1.2,46.9,0.0,0.8,2.3,50.0,2.5,5.3,0.0,0.0,0.0,0.0,0.8,10.6
T312,Quenton Jackson,IND,G,9,15.0,6.2,0.9,1.7,0.4,0.1,0.1,45.2,77.3,0.4,1.3,8.3,2.1,4.7,1.9,2.4,0.0,0.0,1.1,11.0
T317,Mike Muscala,FA,C,63,15.0,6.1,3.2,0.8,0.2,0.4,1.3,44.9,76.9,0.4,3.3,39.1,2.1,4.6,0.6,0.8,0.0,0.0,1.6,12.6
T317,Sandro Mamukelashvili,TOR,C,43,15.3,6.1,4.3,1.4,0.3,0.3,0.7,42.2,68.4,0.8,2.3,30.3,2.3,5.3,0.9,1.3,0.0,0.0,1.2,14.4
T317,Nicolas Batum,LAC,F,78,21.9,6.1,3.8,1.6,0.7,0.6,1.6,42.0,70.8,0.6,4.1,39.1,2.1,4.9,0.4,0.6,0.0,0.0,1.9,16.2
T317,Evan Fournier,FA,G,27,17.0,6.1,1.8,1.3,0.6,0.1,1.3,33.7,85.7,0.8,4.2,30.7,2.1,6.1,0.7,0.8,0.0,0.0,1.7,11.6
T317,Oshae Brissett,FA,F,65,16.7,6.1,3.4,0.7,0.5,0.2,0.7,38.6,71.7,0.5,2.4,31.0,1.9,4.9,1.6,2.2,0.0,0.0,1.2,12.8
T322,Saben Lee,FA,G,25,14.8,6.0,1.8,2.7,0.8,0.0,0.4,40.5,73.7,1.0,1.2,36.7,2.0,4.8,1.7,2.3,0.0,0.0,1.3,13.7
T322,Robert Covington,FA,F,48,16.2,6.0,3.5,1.2,0.8,0.7,1.1,44.5,75.0,0.7,2.8,39.7,2.1,4.8,0.6,0.8,0.0,0.0,1.8,15.7
T322,Andre Drummond,PHI,C,67,12.7,6.0,6.6,0.5,0.7,0.4,0.0,60.6,53.6,1.1,0.0,0.0,2.5,4.1,1.0,1.9,0.1,0.0,1.7,16.8
T325,Jaylin Williams,OKC,C,49,18.7,5.9,4.9,1.6,0.6,0.2,0.9,43.6,70.4,0.8,2.3,40.7,2.1,4.8,0.8,1.1,0.0,0.0,2.3,15.8
T325,Maxi Kleber,LAL,C,37,25.1,5.9,3.6,1.4,0.3,0.8,1.1,45.6,71.1,0.7,3.0,34.8,2.1,4.6,0.7,1.0,0.0,0.0,2.3,15.1
T327,Stanley Johnson,FA,F,30,15.7,5.8,3.2,2.2,0.5,0.2,0.6,53.3,66.7,1.1,1.3,45.0,2.2,4.1,0.9,1.3,0.0,0.0,1.6,14.1
T327,Johnny Davis,FA,G,28,15.1,5.8,2.3,1.0,0.4,0.3,0.6,38.6,51.9,0.6,2.5,24.3,2.4,6.1,0.5,1.0,0.0,0.0,1.7,11.4
T327,Josh Christopher,FA,G,64,12.2,5.8,1.1,1.1,0.5,0.2,0.3,46.5,75.0,0.9,1.4,23.6,2.4,5.1,0.7,0.9,0.0,0.0,0.9,10.2
T330,Rodney McGruder,FA,F,32,16.3,5.7,2.3,0.9,0.5,0.0,1.3,40.8,81.8,0.3,3.0,42.3,1.9,4.8,0.6,0.7,0.0,0.0,1.2,11.1
T330,Charles Bassey,ATL,C,35,14.6,5.7,5.5,1.4,0.5,0.9,0.1,64.4,59.5,1.2,0.2,37.5,2.5,3.9,0.6,1.1,0.0,0.0,2.1,17.4
T330,Ziaire Williams,BKN,F,37,15.2,5.7,2.1,0.9,0.4,0.2,0.7,42.9,77.3,1.0,2.6,25.8,2.3,5.3,0.5,0.6,0.0,0.0,1.6,10.3
T333,James Bouknight,FA,G,34,15.1,5.6,2.1,1.2,0.4,0.1,1.0,35.8,66.7,0.9,3.2,30.3,2.0,5.7,0.6,0.9,0.0,0.0,1.4,10.7
T333,Derrick Rose,FA,G,27,12.6,5.6,1.5,1.7,0.3,0.2,0.7,38.4,91.7,0.8,2.3,30.2,2.3,5.9,0.4,0.4,0.0,0.0,0.7,10.5
T333,Alex Caruso,OKC,G,67,23.5,5.6,2.9,2.9,1.5,0.7,0.8,45.5,80.8,1.1,2.3,36.4,1.9,4.3,0.9,1.1,0.0,0.0,2.4,18.7
T333,Payton Pritchard,BOS,G,48,13.4,5.6,1.8,1.3,0.3,0.0,1.2,41.2,75.0,0.8,3.2,36.4,2.1,5.1,0.3,0.3,0.0,0.0,0.8,9.9
T333,Davion Mitchell,MIA,G,80,18.1,5.6,1.3,2.3,0.6,0.2,0.8,45.4,80.6,0.8,2.5,32.0,2.3,5.0,0.3,0.4,0.0,0.0,1.4,12.1
T333,Jalen Johnson,ATL,F,70,14.8,5.6,4.0,1.2,0.5,0.5,0.4,49.1,62.8,0.6,1.5,28.8,2.3,4.6,0.7,1.1,0.0,0.0,1.6,14.8
T333,Yuta Watanabe,FA,F,58,16.0,5.6,2.4,0.8,0.4,0.3,1.0,49.1,72.3,0.4,2.3,44.4,2.0,4.0,0.6,0.8,0.0,0.0,1.4,11.5
T333,Montrezl Harrell,FA,C,57,11.9,5.6,2.8,0.6,0.3,0.4,0.0,59.8,69.3,0.6,0.1,0.0,2.2,3.7,1.2,1.8,0.0,0.0,1.3,11.4
T341,Jarrell Brantley,FA,F,4,10.0,5.5,1.5,0.8,0.0,0.5,1.0,57.1,100.0,0.5,2.3,44.4,2.0,3.5,0.5,0.5,0.0,0.0,0.8,9.4
T341,Wenyen Gabriel,FA,C,68,15.1,5.5,4.2,0.5,0.4,0.5,0.1,59.6,61.9,0.7,0.5,27.8,2.3,3.8,0.8,1.2,0.0,0.0,2.1,13.3
T341,Nikola Jovic,MIA,F,15,13.6,5.5,2.1,0.7,0.5,0.1,0.5,40.6,94.7,0.7,2.3,22.9,1.9,4.6,1.2,1.3,0.0,0.0,1.3,10.1
T341,Otto Porter,FA,F,8,18.4,5.5,2.4,1.0,1.4,0.0,0.8,50.0,100.0,0.5,2.1,35.3,1.9,3.8,1.0,1.0,0.0,0.0,0.9,13.5
T341,Danny Green,FA,G,11,12.6,5.5,1.3,0.5,0.5,0.3,1.5,44.9,100.0,0.9,3.4,43.2,2.0,4.5,0.1,0.1,0.0,0.0,1.5,9.4
346,Jamal Cain,ORL,F,18,13.5,5.4,2.9,0.7,0.6,0.1,0.4,56.1,77.3,0.3,1.1,35.0,2.1,3.7,0.9,1.2,0.0,0.0,1.2,11.6
T347,Lamar Stevens,FA,F,62,18.1,5.3,3.3,0.5,0.4,0.3,0.5,44.8,70.2,0.4,1.5,31.6,2.1,4.6,0.6,0.9,0.0,0.0,1.3,11.9
T347,Bryce McGowens,NOP,G,46,17.2,5.3,2.0,1.2,0.3,0.1,0.6,39.6,75.0,0.9,1.7,32.5,1.7,4.4,1.3,1.7,0.0,0.0,1.0,10.0
T349,Ricky Rubio,FA,G,33,17.1,5.2,2.1,3.5,0.8,0.2,0.6,34.3,80.0,0.9,2.5,25.6,1.8,5.4,0.8,1.1,0.0,0.0,1.5,14.9
T349,Zeke Nnaji,DEN,C,53,13.7,5.2,2.6,0.3,0.3,0.4,0.3,56.1,64.5,0.6,1.2,26.2,2.1,3.7,0.8,1.2,0.0,0.0,2.0,10.5
T349,Javonte Green,DET,F,32,15.1,5.2,2.8,0.7,0.8,0.7,0.4,56.5,66.7,0.6,1.1,37.1,1.9,3.4,0.9,1.4,0.0,0.0,1.6,13.1
T349,Dewayne Dedmon,FA,C,38,11.2,5.2,3.5,0.7,0.2,0.5,0.3,51.0,67.3,0.7,1.0,30.8,2.0,4.0,0.9,1.3,0.0,0.0,2.0,12.0
T349,Rudy Gay,FA,F,56,14.6,5.2,2.9,1.0,0.3,0.3,0.6,38.0,85.7,0.7,2.3,25.4,1.9,5.1,0.8,0.9,0.0,0.0,1.2,11.6
T349,Darius Bazley,FA,F,43,14.4,5.2,3.2,0.9,0.5,0.8,0.5,45.4,54.3,0.6,1.2,37.7,1.9,4.3,0.9,1.6,0.0,0.0,1.0,13.7
T349,Lindy Waters,SAS,F,41,12.9,5.2,1.8,0.7,0.3,0.3,1.4,39.3,80.0,0.2,4.0,35.8,1.7,4.3,0.4,0.5,0.0,0.0,1.0,10.0
T356,DeAndre Jordan,FA,C,39,15.1,5.1,5.2,0.9,0.3,0.6,0.0,76.5,45.8,1.2,0.0,100.0,2.3,2.9,0.6,1.2,0.1,0.0,1.8,14.1
T356,MarJon Beauchamp,FA,F,52,13.4,5.1,2.2,0.7,0.4,0.1,0.9,39.5,73.0,0.9,2.7,33.1,1.8,4.7,0.5,0.7,0.0,0.0,1.4,9.5
T356,John Konchar,MEM,F,72,20.7,5.1,4.3,1.4,1.1,0.3,0.8,43.1,77.8,0.5,2.5,33.9,1.9,4.4,0.4,0.5,0.0,0.0,1.6,16.0
T359,George Hill,FA,G,46,18.2,5.0,1.8,2.4,0.6,0.1,0.7,47.0,76.4,0.7,2.1,35.8,1.7,3.6,0.9,1.2,0.0,0.0,1.2,12.2
T359,Isaiah Hartenstein,OKC,C,82,19.9,5.0,6.5,1.2,0.6,0.8,0.1,53.5,67.6,0.8,0.5,21.6,2.1,4.0,0.6,0.9,0.0,0.0,2.6,18.1
T359,Sam Merrill,CLE,G,5,11.6,5.0,1.8,1.0,0.8,0.0,1.0,40.9,100.0,0.0,3.6,27.8,1.8,4.4,0.4,0.4,0.0,0.0,0.6,11.1
T359,Jonathan Isaac,ORL,F,11,11.3,5.0,4.0,0.5,1.3,0.4,0.5,41.5,55.6,0.4,1.4,40.0,2.0,4.8,0.5,0.8,0.0,0.0,0.5,15.2
T359,Jaxson Hayes,LAL,C,47,12.9,5.0,2.8,0.7,0.4,0.4,0.1,55.1,69.9,0.7,0.6,10.3,1.8,3.3,1.2,1.8,0.0,0.0,1.4,11.2
T359,Blake Wesley,POR,G,37,18.1,5.0,2.2,2.6,0.7,0.1,0.5,32.1,59.1,1.8,1.4,38.5,1.9,5.8,0.7,1.2,0.0,0.0,1.8,12.3
T359,Derrick Jones,LAC,F,64,13.9,5.0,2.4,0.5,0.5,0.6,0.4,50.0,73.8,0.4,1.3,33.8,1.8,3.6,1.0,1.3,0.0,0.0,1.3,11.4
T359,Kenneth Lofton,FA,C,24,7.4,5.0,2.1,0.8,0.2,0.1,0.3,52.7,59.3,0.5,0.7,35.3,2.0,3.9,0.7,1.1,0.0,0.0,1.2,9.2
T359,Vlatko Cancar,FA,F,60,14.8,5.0,2.1,1.3,0.4,0.2,0.7,47.6,92.7,0.6,1.9,37.4,1.8,3.8,0.6,0.7,0.0,0.0,1.4,10.7
T359,Cody Martin,FA,G,7,19.3,5.0,3.4,1.6,0.6,0.1,0.4,38.9,57.1,0.3,2.0,21.4,2.0,5.1,0.6,1.0,0.0,0.0,1.9,13.3
T369,Austin Rivers,FA,G,52,19.5,4.9,1.6,1.4,0.5,0.1,0.8,43.5,76.9,0.4,2.4,35.0,1.8,4.0,0.6,0.8,0.0,0.0,1.5,10.4
T369,Chimezie Metu,FA,C,66,10.4,4.9,3.0,0.6,0.3,0.3,0.1,58.9,74.0,0.5,0.6,23.7,2.0,3.3,0.8,1.1,0.0,0.0,1.2,10.8
T369,Ousmane Dieng,OKC,F,39,14.6,4.9,2.7,1.2,0.4,0.2,0.7,42.0,65.2,0.7,2.5,26.5,1.9,4.6,0.4,0.6,0.0,0.0,1.1,10.9
T372,Moses Moody,GSW,F,63,13.0,4.8,1.7,0.8,0.3,0.1,0.8,47.6,69.8,0.5,2.1,36.3,1.7,3.6,0.6,0.8,0.0,0.0,0.9,8.7
T372,Danuel House,FA,F,56,14.4,4.8,1.7,0.8,0.3,0.2,0.7,47.2,75.0,0.5,2.0,33.6,1.7,3.5,0.8,1.1,0.0,0.0,1.2,8.7
T372,Meyers Leonard,FA,C,9,12.8,4.8,3.8,0.1,0.2,0.0,0.8,48.3,88.9,0.7,2.0,38.9,1.6,3.2,0.9,1.0,0.1,0.0,1.8,9.5
T372,Garrison Mathews,NYK,G,54,12.7,4.8,1.4,0.5,0.4,0.1,1.2,36.3,90.6,0.4,3.3,35.0,1.4,3.7,0.9,1.0,0.0,0.0,1.1,8.4
T372,Johnny Juzang,MIN,G,18,13.0,4.8,2.2,0.4,0.2,0.2,0.8,33.7,50.0,0.2,3.5,23.8,1.9,5.8,0.1,0.2,0.0,0.0,0.7,9.1
T377,TyTy Washington,FA,G,31,14.0,4.7,1.5,1.5,0.5,0.1,0.6,36.3,55.6,0.5,2.6,23.8,1.9,5.2,0.3,0.6,0.0,0.0,0.9,9.9
T377,Chuma Okeke,FA,F,27,19.2,4.7,3.6,1.4,0.7,0.4,1.0,35.2,76.2,0.6,3.2,30.2,1.6,4.5,0.6,0.8,0.0,0.0,1.5,13.8
T377,Dean Wade,CLE,F,44,20.2,4.7,3.4,0.8,0.6,0.5,1.0,41.2,65.2,0.4,2.9,35.4,1.7,4.0,0.3,0.5,0.0,0.0,2.0,13.0
T377,Christian Braun,DEN,G,76,15.5,4.7,2.4,0.8,0.5,0.2,0.4,49.5,62.5,0.5,1.3,35.4,1.9,3.8,0.5,0.8,0.0,0.0,1.3,10.6
T377,Keon Johnson,FA,G,40,10.4,4.7,1.1,1.5,0.5,0.2,0.7,37.6,65.9,1.1,2.0,34.6,1.7,4.5,0.7,1.0,0.0,0.0,1.1,9.1
T377,Day'Ron Sharpe,BKN,C,48,11.6,4.7,4.2,0.8,0.3,0.7,0.1,54.4,63.6,0.9,0.2,54.5,1.9,3.6,0.7,1.1,0.0,0.0,1.9,12.9
T383,Davis Bertans,FA,F,45,10.9,4.6,1.2,0.5,0.2,0.2,1.2,43.1,86.7,0.2,3.1,39.0,1.5,3.6,0.3,0.3,0.0,0.0,1.2,7.7
T383,Kira Lewis,FA,G,25,9.5,4.6,1.3,0.9,0.4,0.1,0.6,45.5,86.4,0.4,1.4,44.1,1.6,3.5,0.8,0.9,0.0,0.0,1.0,8.6
T383,Dalano Banton,DAL,G,31,9.0,4.6,1.5,1.2,0.4,0.4,0.5,42.3,70.8,0.6,1.6,29.4,1.8,4.2,0.5,0.8,0.0,0.0,1.1,10.0
T383,Gary Payton,GSW,G,22,16.7,4.6,3.1,1.4,1.0,0.2,0.6,59.4,85.7,0.7,1.2,50.0,1.9,3.1,0.3,0.3,0.0,0.0,2.0,13.4
T383,Malachi Flynn,FA,G,53,13.0,4.6,1.4,1.3,0.4,0.1,0.9,36.0,75.8,0.5,2.5,35.3,1.6,4.6,0.5,0.6,0.0,0.0,1.2,9.3
388,Justin Holiday,FA,F,46,15.3,4.5,1.2,0.9,0.4,0.4,1.0,37.7,62.5,0.5,3.1,32.2,1.7,4.4,0.1,0.2,0.0,0.0,1.5,9.2
T389,AJ Green,MIL,G,35,9.9,4.4,1.3,0.6,0.2,0.0,1.3,42.4,100.0,0.3,3.0,41.9,1.5,3.6,0.1,0.1,0.0,0.0,0.9,7.1
T389,Thaddeus Young,FA,F,54,14.7,4.4,3.1,1.4,1.0,0.1,0.1,54.5,69.2,0.8,0.6,17.6,2.0,3.7,0.3,0.5,0.0,0.0,1.6,12.7
T389,Jarrett Culver,FA,F,10,13.9,4.4,3.8,0.6,0.6,0.2,0.1,39.5,69.2,0.7,1.2,8.3,1.7,4.3,0.9,1.3,0.0,0.0,1.4,11.6
T389,JaVale McGee,FA,C,42,8.5,4.4,2.5,0.3,0.1,0.6,0.0,64.0,58.5,0.9,0.1,40.0,1.9,3.0,0.6,1.0,0.0,0.0,1.3,9.2
T389,Haywood Highsmith,BKN,F,54,18.0,4.4,3.5,0.8,0.7,0.3,0.7,43.1,46.4,0.8,2.0,33.9,1.7,4.0,0.2,0.5,0.0,0.0,1.5,11.9
T389,Omer Yurtseven,FA,C,9,9.2,4.4,2.6,0.2,0.2,0.2,0.3,59.3,83.3,0.4,0.8,42.9,1.8,3.0,0.6,0.7,0.0,0.0,1.8,8.7
T389,Goga Bitadze,ORL,C,38,12.0,4.4,3.6,1.0,0.4,0.7,0.2,55.2,54.8,0.6,0.7,23.1,1.8,3.3,0.6,1.1,0.1,0.0,1.7,13.0
T396,Bismack Biyombo,SAS,C,61,14.2,4.3,4.3,0.9,0.3,1.4,0.0,57.8,35.7,0.8,0.0,0.0,2.0,3.4,0.4,1.1,0.0,0.0,1.9,15.2
T396,Michael Carter-Williams,FA,G,4,11.3,4.3,1.3,1.8,0.3,0.3,0.3,42.9,57.1,1.0,0.8,33.3,1.5,3.5,1.0,1.8,0.0,0.0,1.3,8.9
T396,Xavier Sneed,FA,F,4,12.0,4.3,1.3,1.3,0.0,0.3,0.8,50.0,100.0,0.8,1.5,50.0,1.3,2.5,1.0,1.0,0.0,0.0,1.8,7.6
T396,Justin Minaya,FA,F,4,22.3,4.3,3.8,1.0,0.5,1.3,0.8,30.4,0.0,1.0,3.0,25.0,1.8,5.8,0.0,0.3,0.0,0.0,2.3,14.5
T396,Moses Brown,DEN,C,36,8.2,4.3,3.9,0.1,0.1,0.4,0.0,63.5,45.8,0.4,0.0,0.0,1.7,2.7,0.9,2.0,0.1,0.0,1.1,10.2
T401,McKinley Wright,FA,G,27,12.4,4.2,1.7,2.1,0.3,0.2,0.3,46.9,68.4,0.7,1.0,32.1,1.7,3.6,0.5,0.7,0.0,0.0,0.9,10.3
T401,Paul Reed,DET,C,69,10.9,4.2,3.8,0.4,0.7,0.7,0.0,59.3,74.5,0.7,0.1,16.7,1.8,3.0,0.6,0.7,0.1,0.0,1.8,12.9
T401,Admiral Schofield,FA,F,37,12.2,4.2,1.7,0.8,0.2,0.1,0.6,45.1,91.3,0.4,2.0,32.4,1.5,3.3,0.6,0.6,0.0,0.0,1.6,8.1
T401,Ish Wainright,FA,F,60,15.2,4.2,2.3,0.9,0.6,0.4,1.0,37.0,83.9,0.4,2.9,32.9,1.4,3.8,0.4,0.5,0.0,0.0,2.0,10.9
T405,Kevon Harris,HOU,G,34,13.5,4.1,2.1,0.5,0.5,0.1,0.5,43.9,75.6,0.6,1.3,37.2,1.4,3.1,0.9,1.2,0.0,0.0,1.6,8.6
T405,Serge Ibaka,FA,C,16,11.7,4.1,2.8,0.3,0.1,0.4,0.4,48.1,61.5,0.7,1.1,33.3,1.6,3.4,0.5,0.8,0.0,0.0,1.4,8.8
T405,Matisse Thybulle,POR,F,71,16.9,4.1,2.0,0.7,1.2,0.5,0.8,43.5,67.9,0.3,2.1,36.5,1.5,3.6,0.3,0.4,0.0,0.0,1.6,12.1
T405,Blake Griffin,FA,C,41,13.9,4.1,3.8,1.5,0.3,0.2,0.6,48.5,65.6,0.5,1.6,34.8,1.5,3.2,0.5,0.8,0.0,0.0,1.8,12.1
T405,Isaiah Roby,FA,F,42,11.3,4.1,2.5,0.9,0.4,0.2,0.4,43.2,48.8,0.7,1.4,30.0,1.6,3.7,0.5,1.0,0.0,0.0,1.3,9.6
T410,Daishen Nix,FA,G,57,16.1,4.0,1.7,2.3,0.5,0.1,0.7,34.2,66.7,1.5,2.5,28.6,1.4,4.2,0.4,0.6,0.0,0.0,1.0,10.0
T410,Olivier Sarr,TOR,C,9,12.7,4.0,3.4,0.4,0.1,0.6,0.1,50.0,71.4,0.4,0.9,12.5,1.7,3.3,0.6,0.8,0.1,0.0,1.9,10.4
T412,Patrick Baldwin,LAC,F,31,7.3,3.9,1.3,0.4,0.2,0.1,1.0,39.4,66.7,0.4,2.7,38.1,1.4,3.5,0.1,0.2,0.0,0.0,0.5,6.6
T412,Aaron Holiday,HOU,G,63,13.4,3.9,1.2,1.4,0.6,0.2,0.6,41.8,84.4,0.6,1.4,40.9,1.5,3.5,0.4,0.5,0.0,0.0,1.3,9.2
T412,Jabari Walker,PHI,F,56,11.0,3.9,2.3,0.6,0.2,0.2,0.3,41.9,75.6,0.5,1.0,28.6,1.5,3.5,0.6,0.8,0.0,0.0,1.2,8.3
T412,Udonis Haslem,FA,C,7,9.9,3.9,1.6,0.0,0.1,0.3,0.4,34.5,80.0,0.1,1.3,33.3,1.4,4.1,0.6,0.7,0.0,0.0,1.6,6.9
T412,Bruno Fernando,FA,C,39,10.4,3.9,3.5,0.8,0.2,0.9,0.0,52.7,70.0,0.6,0.1,0.0,1.5,2.9,0.9,1.3,0.0,0.0,1.9,11.8
T412,Gorgui Dieng,FA,C,31,11.6,3.9,3.5,1.7,0.1,0.5,0.7,38.5,76.9,1.0,2.4,28.0,1.5,3.8,0.3,0.4,0.1,0.0,1.8,11.3
T418,Darius Days,FA,F,4,6.3,3.8,1.5,0.3,0.0,0.3,0.8,41.7,100.0,0.0,2.5,30.0,1.3,3.0,0.5,0.5,0.0,0.0,0.5,6.7
T418,Luke Kornet,SAS,C,69,11.7,3.8,2.9,0.8,0.2,0.7,0.0,66.5,82.1,0.4,0.2,23.1,1.6,2.5,0.5,0.6,0.0,0.0,1.2,10.5
