,Player,Team,Pos,G,MIN,PTS,REB,AST,STL,BLK,3PM,FG%,FT%,TO,3PA,3P%,FGM,FGA,FTM,FTA,2DBL,3DBL,PF,FPTS
T193,Scotty Pippen,MEM,G,79,21.3,9.9,3.3,4.4,1.3,0.4,1.1,48.0,71.3,1.7,2.8,39.7,3.6,7.5,1.5,2.2,0.1,0.0,2.6,23.7
T193,Kevin Huerter,CHI,G,69,24.3,9.9,3.0,2.3,1.0,0.3,1.9,42.5,71.4,1.0,5.7,33.8,3.7,8.8,0.5,0.7,0.0,0.0,1.8,19.7
T193,Georges Niang,UTA,F,79,21.5,9.9,3.4,1.4,0.4,0.2,2.1,46.1,79.3,1.0,5.2,40.6,3.6,7.8,0.6,0.7,0.0,0.0,2.5,16.7
T193,Nick Smith,LAL,G,60,22.8,9.9,2.1,2.4,0.3,0.1,1.7,39.1,93.5,1.4,5.1,34.0,3.7,9.5,0.7,0.8,0.0,0.0,1.3,15.8
T193,Julian Champagnie,SAS,F,82,23.6,9.9,3.9,1.4,0.7,0.4,2.2,41.5,90.4,0.9,5.9,37.1,3.4,8.1,1.0,1.1,0.0,0.0,1.4,19.2
T198,Moses Moody,GSW,F,74,22.3,9.8,2.6,1.3,0.8,0.4,1.7,43.3,79.7,0.7,4.6,37.4,3.3,7.7,1.4,1.8,0.0,0.0,1.6,17.7
T198,Bub Carrington,WAS,G,82,30.0,9.8,4.2,4.4,0.7,0.3,1.7,40.1,81.2,1.7,5.0,33.9,3.7,9.1,0.8,1.0,0.1,0.0,2.3,22.5
200,Amir Coffey,MIL,F,72,24.2,9.7,2.2,1.1,0.6,0.1,1.4,47.1,89.1,0.6,3.4,40.9,3.3,7.1,1.6,1.8,0.0,0.0,1.7,15.3
T201,Kyle Filipowski,UTA,C,72,21.1,9.6,6.1,1.9,0.7,0.3,1.1,50.2,65.0,1.4,3.1,35.0,3.6,7.2,1.3,2.0,0.2,0.0,2.4,21.3
T201,Max Christie,DAL,G,78,27.2,9.6,3.3,1.9,0.8,0.4,1.5,42.7,85.5,1.1,4.0,36.6,3.2,7.6,1.7,1.9,0.0,0.0,1.5,18.9
T203,Tosan Evbuomwan,NYK,F,28,23.8,9.5,4.3,2.0,0.9,0.4,0.9,42.7,75.3,1.4,2.8,31.2,3.4,7.9,2.0,2.6,0.0,0.0,2.0,19.9
T203,Miles McBride,NYK,G,64,25.0,9.5,2.5,2.9,1.0,0.3,1.8,40.6,81.3,0.6,4.9,36.9,3.5,8.5,0.8,1.0,0.0,0.0,1.7,20.2
T203,Jalen Wilson,BKN,F,79,25.7,9.5,3.4,1.8,0.5,0.1,1.5,39.7,81.8,1.0,4.6,33.7,3.1,7.8,1.7,2.1,0.0,0.0,2.1,17.1
T206,Tristan Vukcevic,WAS,C,35,14.6,9.4,3.7,1.1,0.3,0.7,1.1,49.6,77.6,1.2,2.9,37.3,3.4,6.9,1.5,1.9,0.0,0.0,1.6,17.3
T206,Cole Anthony,MIL,G,67,18.4,9.4,3.0,2.9,0.7,0.5,1.1,42.4,82.3,1.5,3.3,35.3,3.4,8.1,1.4,1.7,0.0,0.0,2.3,19.2
T206,Nickeil Alexander-Walker,ATL,G,82,25.3,9.4,3.2,2.7,0.6,0.4,1.7,43.8,78.0,1.2,4.5,38.1,3.3,7.5,1.1,1.4,0.0,0.0,1.7,19.3
T206,Max Strus,CLE,F,50,25.5,9.4,4.3,3.2,0.5,0.2,2.3,44.2,82.4,1.1,5.9,38.6,3.3,7.5,0.6,0.7,0.0,0.0,2.1,20.6
T206,Cam Whitmore,WAS,F,51,16.2,9.4,3.0,1.0,0.6,0.3,1.3,44.4,75.0,0.9,3.6,35.5,3.5,7.9,1.1,1.4,0.0,0.0,0.9,16.0
T206,Anthony Black,ORL,G,78,24.1,9.4,2.9,3.1,1.1,0.6,0.8,42.3,76.1,1.8,2.5,31.8,3.4,7.9,1.9,2.5,0.0,0.0,2.1,21.0
T212,Nick Richards,PHO,C,57,22.0,9.3,8.2,0.9,0.2,1.0,0.0,59.1,74.4,1.4,0.0,0.0,3.6,6.1,2.1,2.8,0.3,0.0,2.5,22.6
T212,Kel'el Ware,MIA,C,64,22.2,9.3,7.4,0.9,0.6,1.1,0.5,55.4,68.7,0.9,1.7,31.5,4.0,7.3,0.7,1.0,0.2,0.0,1.7,23.8
214,Zach Edey,MEM,C,66,21.5,9.2,8.3,1.0,0.5,1.3,0.3,58.0,70.9,1.3,0.8,34.6,3.8,6.6,1.4,1.9,0.2,0.0,2.8,24.9
T215,A.J. Lawson,TOR,G,26,18.7,9.1,3.3,1.2,0.5,0.2,1.3,42.1,68.3,0.6,3.9,32.7,3.1,7.3,1.7,2.4,0.1,0.0,1.7,16.5
T215,Noah Clowney,BKN,F,46,22.7,9.1,3.9,0.9,0.5,0.5,1.9,35.8,83.8,1.0,5.7,33.3,2.9,8.1,1.5,1.7,0.0,0.0,2.3,17.1
T215,Wendell Carter,ORL,C,68,25.9,9.1,7.2,2.0,0.8,0.6,0.5,46.0,73.7,1.1,2.3,23.4,3.3,7.2,1.9,2.6,0.1,0.0,2.9,23.7
T215,T.J. McConnell,IND,G,79,17.9,9.1,2.4,4.4,1.1,0.3,0.2,51.9,74.0,1.4,0.6,30.6,4.1,7.9,0.7,1.0,0.0,0.0,1.0,21.3
T215,Royce O'Neale,PHO,F,75,24.6,9.1,4.7,2.2,0.9,0.4,2.4,42.3,73.1,0.9,5.9,40.6,3.2,7.6,0.3,0.3,0.0,0.0,2.0,21.0
T215,Dalton Knecht,LAL,F,78,19.1,9.1,2.8,0.8,0.3,0.1,1.6,46.1,76.2,0.5,4.4,37.6,3.3,7.1,0.8,1.1,0.0,0.0,1.2,14.4
T215,Yves Missi,NOP,C,73,26.8,9.1,8.2,1.4,0.5,1.3,0.0,54.7,62.3,1.1,0.0,0.0,3.7,6.7,1.7,2.8,0.2,0.0,2.0,25.4
T222,Draymond Green,GSW,C,68,29.1,9.0,6.1,5.6,1.5,1.0,1.2,42.4,68.7,2.6,3.6,32.5,3.2,7.5,1.5,2.2,0.1,0.0,3.2,29.7
T222,Julian Strawther,DEN,F,65,21.3,9.0,2.2,1.3,0.6,0.2,1.4,43.2,82.2,0.9,4.1,34.9,3.2,7.5,1.1,1.4,0.0,0.0,2.3,15.2
T222,Marcus Smart,LAL,G,34,20.0,9.0,2.1,3.2,1.1,0.3,1.4,39.3,76.1,1.6,4.1,34.8,3.0,7.6,1.6,2.1,0.0,0.0,1.6,19.0
T222,Patrick Williams,CHI,F,63,25.0,9.0,3.8,2.0,0.8,0.5,1.5,39.7,72.3,1.4,4.3,35.3,3.3,8.2,1.0,1.3,0.0,0.0,1.4,18.9
T222,Jared Butler,PHO,G,60,17.4,9.0,1.8,3.7,0.7,0.2,1.0,44.8,82.4,1.3,2.8,35.5,3.4,7.6,1.3,1.5,0.0,0.0,1.6,18.1
T222,Killian Hayes,CLE,G,6,27.2,9.0,3.0,5.2,0.7,0.7,1.3,41.9,83.3,1.5,3.5,38.1,3.0,7.2,1.7,2.0,0.0,0.0,2.2,22.9
T222,Al Horford,GSW,C,60,27.7,9.0,6.2,2.1,0.6,0.9,1.9,42.3,89.5,0.8,5.2,36.3,3.3,7.7,0.6,0.6,0.1,0.0,1.4,23.1
T229,Jusuf Nurkic,UTA,C,51,20.8,8.9,7.8,2.3,0.8,0.7,0.6,47.7,66.4,1.9,2.1,30.5,3.3,6.9,1.7,2.5,0.2,0.0,2.5,24.1
T229,Johnny Juzang,MIN,G,64,19.8,8.9,2.9,1.1,0.6,0.1,1.8,42.9,84.9,0.6,4.9,37.6,3.2,7.4,0.7,0.8,0.0,0.0,2.0,15.6
T229,Luke Kennard,ATL,G,65,22.6,8.9,2.8,3.3,0.8,0.1,1.7,47.8,89.5,1.1,4.0,43.3,3.2,6.6,0.8,0.9,0.0,0.0,0.9,18.6
T229,Clint Capela,HOU,C,55,21.5,8.9,8.5,1.1,0.6,1.0,0.0,55.9,53.6,0.9,0.0,0.0,4.0,7.1,0.9,1.8,0.2,0.0,1.9,24.7
T233,Chris Paul,LAC,G,82,27.9,8.8,3.6,7.4,1.3,0.3,1.7,42.7,92.4,1.6,4.5,37.7,3.0,7.1,1.0,1.1,0.1,0.0,1.8,27.2
T233,Justin Champagnie,WAS,F,62,21.6,8.8,5.7,1.0,1.0,0.6,1.2,51.1,68.5,0.9,3.1,38.3,3.4,6.6,0.8,1.2,0.1,0.0,1.8,21.2
T233,Svi Mykhailiuk,UTA,G,38,20.0,8.8,2.4,2.0,0.5,0.2,1.8,39.1,80.0,1.4,5.3,34.5,3.1,7.9,0.7,0.9,0.0,0.0,1.1,15.3
T236,Isaiah Collier,UTA,G,71,25.8,8.7,3.3,6.3,0.9,0.2,0.6,42.2,68.2,2.9,2.4,24.9,3.3,7.8,1.5,2.2,0.2,0.0,2.1,22.6
T236,Tyrese Martin,BKN,F,60,21.9,8.7,3.7,2.0,0.6,0.2,1.7,40.6,79.3,1.2,4.7,35.1,3.2,7.8,0.8,1.0,0.0,0.0,1.3,17.1
T236,Oshae Brissett,FA,F,6,23.8,8.7,3.7,0.7,0.7,0.5,1.0,48.7,57.1,1.3,3.0,33.3,3.2,6.5,1.3,2.3,0.0,0.0,2.3,16.2
T236,Kyshawn George,WAS,F,68,26.5,8.7,4.2,2.5,1.0,0.7,1.7,37.2,75.3,1.4,5.2,32.2,3.0,8.0,1.0,1.4,0.0,0.0,3.0,21.2
T236,Kelly Olynyk,SAS,C,44,20.3,8.7,4.7,2.9,0.8,0.4,0.8,50.0,76.9,1.7,1.8,41.8,3.0,6.1,1.9,2.5,0.0,0.0,2.8,20.5
T236,Dorian Finney-Smith,HOU,F,63,28.9,8.7,3.9,1.4,0.9,0.4,2.0,44.8,66.7,0.9,5.0,41.1,3.1,6.9,0.5,0.7,0.0,0.0,2.2,18.5
T236,Jaden Hardy,DAL,G,57,15.9,8.7,1.6,1.4,0.5,0.1,1.3,43.5,69.8,1.4,3.5,38.6,3.2,7.3,1.1,1.5,0.0,0.0,1.6,13.0
T236,Dereck Lively,DAL,C,36,23.0,8.7,7.5,2.4,0.6,1.6,0.0,70.2,63.0,1.1,0.0,0.0,3.7,5.3,1.3,2.0,0.2,0.0,2.8,26.5
T236,Dante Exum,DAL,G,20,18.6,8.7,1.7,2.8,0.6,0.2,1.2,47.8,74.2,1.1,2.7,43.4,3.2,6.7,1.2,1.6,0.0,0.0,1.7,16.0
T236,Kentavious Caldwell-Pope,MEM,G,77,29.6,8.7,2.2,1.8,1.3,0.4,1.5,43.9,86.3,0.8,4.3,34.2,3.1,7.1,1.1,1.2,0.0,0.0,1.8,18.4
T246,Matas Buzelis,CHI,F,80,18.9,8.6,3.5,1.0,0.4,0.9,1.2,45.4,81.5,0.9,3.3,36.1,3.2,6.9,1.1,1.4,0.0,0.0,1.6,17.2
T246,Ja'Kobe Walter,TOR,G,52,21.2,8.6,3.1,1.6,0.8,0.2,1.3,40.5,79.5,1.0,3.6,34.9,3.1,7.6,1.3,1.6,0.0,0.0,1.8,16.8
T246,Jaime Jaquez,MIA,F,66,20.8,8.6,4.4,2.5,0.9,0.2,0.6,46.1,75.4,1.5,1.8,31.1,3.2,7.0,1.6,2.2,0.0,0.0,1.2,19.6
T249,Sam Hauser,BOS,F,71,21.7,8.5,3.2,0.9,0.6,0.2,2.3,45.1,100.0,0.3,5.6,41.6,3.0,6.7,0.2,0.2,0.0,0.0,1.2,15.6
T249,Larry Nance,CLE,C,24,19.3,8.5,4.3,1.6,0.8,0.5,1.4,51.6,69.2,0.7,3.2,44.7,3.3,6.5,0.4,0.5,0.1,0.0,1.5,19.4
T251,Cason Wallace,OKC,G,68,27.6,8.4,3.4,2.5,1.8,0.5,1.1,47.4,81.1,0.9,3.1,35.6,3.4,7.2,0.4,0.5,0.0,0.0,2.1,22.2
T251,Jaylen Nowell,FA,G,8,21.0,8.4,2.5,2.3,0.1,0.5,1.0,35.6,63.6,1.0,3.4,29.6,3.3,9.1,0.9,1.4,0.0,0.0,1.1,15.6
T251,Jared Rhoden,TOR,F,14,16.2,8.4,3.0,1.1,0.7,0.1,0.9,48.3,88.0,0.6,2.8,30.8,3.0,6.2,1.6,1.8,0.1,0.0,1.4,15.7
T254,Brandon Clarke,MEM,C,64,18.9,8.3,5.1,1.0,0.8,0.6,0.0,62.1,70.1,0.6,0.3,5.9,3.7,5.9,1.0,1.4,0.0,0.0,2.3,19.5
T254,Bruce Brown,DEN,G,41,22.4,8.3,4.0,2.0,0.8,0.2,0.7,42.1,81.5,1.0,2.0,33.3,3.2,7.5,1.3,1.6,0.0,0.0,1.7,18.4
T254,Brandon Williams,DAL,G,33,14.8,8.3,1.8,2.3,0.7,0.2,0.7,52.1,83.3,1.2,1.8,40.0,3.0,5.7,1.7,2.0,0.0,0.0,1.0,15.4
T254,Dalano Banton,DAL,G,67,16.7,8.3,2.0,2.4,0.6,0.5,1.1,39.1,72.8,1.3,3.3,32.4,3.0,7.6,1.4,1.9,0.0,0.0,0.9,16.5
T254,Keon Ellis,SAC,G,80,24.4,8.3,2.7,1.5,1.5,0.8,1.7,48.9,84.9,0.9,4.0,43.3,2.8,5.8,0.9,1.1,0.0,0.0,2.2,19.8
T259,Taurean Prince,MIL,F,80,27.1,8.2,3.6,1.9,1.0,0.2,1.8,45.7,81.3,1.0,4.2,43.9,2.9,6.4,0.5,0.6,0.0,0.0,2.1,17.8
T259,Jalen Smith,CHI,C,64,15.1,8.2,5.6,1.0,0.3,0.7,1.1,46.6,80.9,0.6,3.5,32.4,3.0,6.4,1.1,1.4,0.1,0.0,1.5,18.7
T259,Mike Conley,MIN,G,71,24.7,8.2,2.6,4.5,1.1,0.2,1.8,40.0,90.0,1.1,4.4,41.0,2.6,6.6,1.1,1.3,0.0,0.0,1.6,20.9
T262,Quinten Post,GSW,C,42,16.3,8.1,3.5,1.3,0.4,0.4,1.7,44.9,77.8,0.8,4.3,40.8,2.9,6.5,0.5,0.6,0.0,0.0,2.0,16.0
T262,Peyton Watson,DEN,F,68,24.4,8.1,3.4,1.4,0.7,1.4,0.7,47.7,69.3,0.8,2.0,35.3,3.0,6.3,1.4,2.0,0.0,0.0,1.8,19.7
T264,Tyson Etienne,BKN,G,7,21.6,7.9,1.3,1.7,0.4,0.1,1.9,32.7,80.0,1.1,6.3,29.5,2.4,7.4,1.1,1.4,0.0,0.0,2.4,12.5
T264,Day'Ron Sharpe,BKN,C,50,18.1,7.9,6.6,1.8,0.8,0.8,0.2,52.1,75.7,1.3,0.9,24.4,3.3,6.3,1.1,1.5,0.1,0.0,2.3,22.3
T264,Caleb Martin,DAL,F,45,27.1,7.9,3.9,2.1,1.0,0.5,0.8,42.4,62.2,1.2,2.3,35.9,2.9,6.8,1.4,2.2,0.0,0.0,1.9,19.2
T264,Davion Mitchell,MIA,G,74,27.4,7.9,2.3,4.9,1.0,0.2,1.1,46.8,69.0,1.7,2.9,39.8,3.0,6.4,0.8,1.1,0.0,0.0,2.5,19.9
268,KJ Simpson,CHA,G,36,23.4,7.8,3.0,3.1,0.9,0.2,0.9,34.6,82.0,1.6,3.6,25.4,2.9,8.4,1.1,1.4,0.0,0.0,1.6,17.9
T269,Terance Mann,BKN,G,67,21.1,7.7,3.0,1.8,0.7,0.2,0.9,49.6,69.1,0.7,2.4,36.8,3.1,6.2,0.7,1.0,0.0,0.0,1.9,16.1
T269,Karlo Matkovic,NOP,C,42,18.8,7.7,5.0,1.1,0.5,1.0,0.5,57.4,77.3,1.0,1.6,31.8,3.2,5.6,0.8,1.0,0.1,0.0,2.5,18.8
T271,Oscar Tshiebwe,UTA,C,14,18.1,7.6,8.7,0.6,0.9,0.1,0.0,60.0,74.2,0.7,0.0,0.0,3.0,5.0,1.6,2.2,0.3,0.0,1.7,21.4
T271,Lonzo Ball,CLE,G,35,22.1,7.6,3.4,3.3,1.3,0.5,1.9,36.6,81.5,1.2,5.6,34.4,2.5,6.9,0.6,0.8,0.0,0.0,1.6,20.9
T271,AJ Johnson,WAS,G,29,22.0,7.6,2.0,2.6,0.4,0.1,0.8,38.5,86.5,1.2,3.1,26.7,2.8,7.3,1.1,1.3,0.0,0.0,1.7,14.3
T274,Garrison Mathews,NYK,G,47,17.7,7.5,1.9,1.3,0.6,0.3,1.8,39.7,82.1,0.7,4.6,39.0,2.2,5.5,1.4,1.7,0.0,0.0,1.7,13.6
T274,Matisse Thybulle,POR,F,15,20.7,7.5,3.5,1.9,2.2,0.6,1.4,47.7,46.7,0.9,3.2,43.8,2.8,5.9,0.5,1.0,0.0,0.0,0.9,22.0
T276,Josh Green,CHA,F,68,27.8,7.4,2.5,1.6,1.1,0.2,1.4,42.8,68.1,1.0,3.6,39.1,2.6,6.2,0.7,1.1,0.0,0.0,2.4,15.8
T276,AJ Green,MIL,G,73,22.8,7.4,2.4,1.5,0.5,0.1,2.1,42.9,81.5,0.5,5.0,42.7,2.5,5.8,0.3,0.4,0.0,0.0,2.2,13.8
T276,Richaun Holmes,FA,C,31,17.2,7.4,5.7,1.4,0.3,0.7,0.0,64.7,83.3,0.7,0.1,0.0,2.9,4.5,1.6,1.9,0.1,0.0,1.6,18.7
T279,Damion Baugh,PHO,G,15,24.7,7.3,3.3,3.7,1.0,0.1,0.8,32.3,86.7,2.1,3.7,21.4,2.8,8.7,0.9,1.0,0.0,0.0,1.5,18.2
T279,Ricky Council,FA,F,73,17.2,7.3,2.9,1.3,0.4,0.2,0.8,38.2,80.4,0.7,2.9,25.8,2.4,6.3,1.7,2.1,0.0,0.0,0.9,13.9
T279,Andre Drummond,PHI,C,40,18.7,7.3,7.8,0.9,1.0,0.5,0.1,50.0,62.2,1.4,0.5,15.0,2.9,5.9,1.4,2.3,0.1,0.0,2.4,20.8
T279,Alec Burks,FA,G,49,17.6,7.3,2.5,1.1,0.6,0.1,1.8,42.4,77.6,0.6,4.2,42.5,2.3,5.5,0.8,1.0,0.0,0.0,0.8,13.5
T283,Daeqwon Plowden,SAC,F,6,11.7,7.2,1.8,0.3,0.0,0.0,1.5,64.0,100.0,0.7,2.8,52.9,2.7,4.2,0.3,0.3,0.0,0.0,1.7,9.2
T283,Goga Bitadze,ORL,C,70,20.5,7.2,6.6,2.0,0.7,1.4,0.0,61.1,63.9,1.0,0.4,10.7,3.0,4.8,1.2,1.9,0.2,0.0,2.1,23.3
T283,GG Jackson,MEM,F,29,15.8,7.2,3.2,1.0,0.4,0.2,1.1,37.2,72.5,1.1,3.3,33.7,2.6,6.9,1.0,1.4,0.0,0.0,1.0,13.2
T283,Tristan da Silva,ORL,F,74,22.0,7.2,3.3,1.5,0.4,0.2,1.1,41.2,87.3,0.8,3.2,33.5,2.7,6.5,0.7,0.9,0.0,0.0,1.3,14.8
T283,Vit Krejci,ATL,G,57,20.2,7.2,2.7,2.6,0.6,0.5,1.6,49.7,71.1,0.9,3.6,43.7,2.5,5.1,0.6,0.8,0.0,0.0,1.8,16.8
T283,Tre Jones,CHI,G,46,19.6,7.2,2.5,4.2,0.8,0.2,0.4,53.8,82.1,0.8,1.0,39.6,2.8,5.2,1.2,1.5,0.0,0.0,1.2,18.8
T283,Nae'Qwan Tomlin,CLE,F,5,12.6,7.2,4.2,0.4,0.0,0.2,0.4,40.6,72.7,0.4,2.0,20.0,2.6,6.4,1.6,2.2,0.2,0.0,1.8,13.0
T283,Sam Merrill,CLE,G,71,19.8,7.2,2.2,1.5,0.7,0.2,1.9,40.6,96.6,0.5,5.2,37.2,2.4,6.0,0.4,0.4,0.0,0.0,1.7,14.4
T291,Jamal Shead,TOR,G,75,19.5,7.1,1.5,4.2,0.8,0.1,1.0,40.5,76.8,1.6,3.0,32.3,2.7,6.7,0.7,0.9,0.0,0.0,2.1,16.4
T291,Alex Caruso,OKC,G,54,19.3,7.1,2.9,2.5,1.6,0.6,1.1,44.6,82.4,0.7,3.1,35.3,2.6,5.8,0.8,0.9,0.0,0.0,1.9,20.2
T291,Josh Okogie,HOU,F,40,15.7,7.1,2.8,0.8,1.2,0.5,0.8,44.3,74.1,0.8,2.3,34.8,2.4,5.3,1.6,2.1,0.0,0.0,1.2,16.0
T291,Jamison Battle,TOR,F,59,17.6,7.1,2.7,0.9,0.3,0.2,1.8,42.9,88.9,0.5,4.4,40.5,2.5,5.9,0.3,0.3,0.0,0.0,1.6,12.6
T291,Jalen Hood-Schifino,FA,G,15,20.9,7.1,1.8,2.5,0.3,0.5,0.9,37.8,85.7,1.2,3.1,30.4,2.5,6.5,1.2,1.4,0.0,0.0,1.7,14.1
T296,Marcus Garrett,FA,G,4,19.8,7.0,1.5,3.3,0.8,0.5,0.8,40.7,75.0,1.5,2.0,37.5,2.8,6.8,0.8,1.0,0.0,0.0,2.5,15.9
T296,Jeff Dowtin,FA,G,41,15.2,7.0,1.5,1.9,0.6,0.3,0.7,48.7,73.3,0.4,1.7,40.0,2.7,5.6,0.8,1.1,0.0,0.0,0.7,13.8
T296,Isaiah Jackson,IND,C,5,16.8,7.0,5.6,1.0,0.6,1.6,0.0,60.9,50.0,1.0,0.0,0.0,2.8,4.6,1.4,2.8,0.0,0.0,2.8,20.8
T296,Jaylen Sims,FA,G,6,18.5,7.0,1.0,2.0,0.5,0.2,1.0,42.9,80.0,1.3,2.5,40.0,2.0,4.7,2.0,2.5,0.0,0.0,1.7,11.9
T300,Jake LaRavia,LAL,F,66,20.4,6.9,3.9,2.4,0.9,0.3,0.9,47.5,67.8,1.3,2.2,42.3,2.4,5.1,1.2,1.7,0.0,0.0,2.0,17.8
T300,Orlando Robinson,ORL,C,44,17.5,6.9,5.0,1.8,0.4,0.4,0.4,44.4,77.1,1.1,1.2,32.7,2.6,5.9,1.2,1.6,0.1,0.0,2.3,16.6
T300,Jay Huff,IND,C,64,11.7,6.9,2.0,0.6,0.3,0.9,1.3,51.5,78.6,0.5,3.1,40.5,2.5,4.8,0.7,0.9,0.0,0.0,1.2,13.0
T300,Ryan Dunn,PHO,F,74,19.0,6.9,3.6,0.8,0.6,0.5,1.1,43.0,48.7,0.5,3.6,31.1,2.8,6.4,0.3,0.5,0.0,0.0,2.2,15.3
T300,Antonio Reeves,CHA,G,44,15.0,6.9,1.4,0.9,0.5,0.1,1.2,45.6,80.0,0.7,2.9,39.5,2.6,5.6,0.6,0.8,0.0,0.0,0.9,11.0
T300,Cameron Payne,FA,G,72,15.1,6.9,1.4,2.8,0.5,0.2,1.3,40.1,90.7,0.7,3.6,36.3,2.5,6.2,0.7,0.8,0.0,0.0,1.5,14.5
T306,Cody Martin,FA,G,53,22.1,6.8,4.2,2.0,1.1,0.6,0.8,41.8,70.5,1.0,2.8,28.5,2.6,6.1,0.8,1.2,0.0,0.0,1.8,18.8
T306,Eric Gordon,PHI,G,39,19.7,6.8,1.2,1.7,0.7,0.3,1.4,42.6,75.0,0.7,3.5,40.9,2.2,5.2,0.9,1.2,0.0,0.0,0.8,12.9
T306,Bol Bol,FA,F,36,12.5,6.8,2.9,0.6,0.3,0.7,0.9,52.5,76.9,0.6,2.6,34.4,2.7,5.1,0.6,0.7,0.0,0.0,0.6,13.4
T306,Jaxson Hayes,LAL,C,56,19.5,6.8,4.8,1.0,0.6,0.9,0.0,72.2,62.2,0.8,0.1,0.0,2.9,4.0,1.1,1.8,0.0,0.0,2.4,17.8
T310,Marcus Bagley,FA,F,10,25.2,6.7,7.0,1.0,0.9,1.2,0.5,39.1,80.0,0.7,3.2,15.6,2.7,6.9,0.8,1.0,0.2,0.0,1.6,22.2
T310,DaQuan Jeffries,FA,F,47,22.7,6.7,2.9,1.1,0.6,0.5,1.2,40.5,80.0,0.7,3.5,33.5,2.5,6.2,0.5,0.6,0.0,0.0,2.1,14.4
T312,Vince Williams,MEM,F,27,18.5,6.6,3.6,2.0,0.4,0.3,1.0,40.1,79.2,1.2,3.5,27.4,2.5,6.2,0.7,0.9,0.0,0.0,1.7,14.9
T312,Vasilije Micic,FA,G,41,19.1,6.6,2.2,3.1,0.4,0.0,1.1,34.8,82.9,1.9,3.0,36.0,2.3,6.7,0.8,1.0,0.0,0.0,1.1,13.1
T312,Marcus Sasser,DET,G,57,14.2,6.6,1.2,2.3,0.6,0.1,1.0,46.3,84.3,0.9,2.7,38.2,2.4,5.2,0.8,0.9,0.0,0.0,1.3,12.7
T312,Precious Achiuwa,MIA,C,57,20.5,6.6,5.6,1.0,0.8,0.7,0.2,50.2,59.4,0.8,0.6,27.8,2.9,5.7,0.7,1.2,0.1,0.0,1.4,18.7
T316,Haywood Highsmith,BKN,F,74,24.6,6.5,3.4,1.5,0.9,0.5,1.2,45.9,72.1,0.7,3.1,38.4,2.4,5.3,0.4,0.6,0.0,0.0,2.2,16.3
T316,Ajay Mitchell,OKC,G,36,16.6,6.5,1.9,1.8,0.7,0.1,0.6,49.5,82.9,0.8,1.7,38.3,2.5,5.1,0.8,1.0,0.0,0.0,1.9,13.0
T316,Trey Lyles,FA,F,69,19.6,6.5,4.6,1.2,0.6,0.3,1.2,42.0,70.0,0.6,3.4,34.0,2.3,5.4,0.8,1.2,0.0,0.0,1.2,16.0
T316,Talen Horton-Tucker,FA,G,58,12.4,6.5,1.7,1.4,0.4,0.2,0.7,45.7,73.5,0.7,2.1,33.6,2.3,5.0,1.2,1.7,0.0,0.0,1.0,11.7
T316,Trayce Jackson-Davis,GSW,C,63,15.3,6.5,4.9,1.7,0.4,0.6,0.0,57.6,57.8,0.7,0.0,0.0,2.8,4.8,0.9,1.6,0.1,0.0,1.2,17.1
T316,Donovan Clingan,POR,C,67,19.8,6.5,7.9,1.1,0.5,1.6,0.2,53.9,59.6,1.1,0.7,28.6,2.7,5.0,0.9,1.6,0.1,0.0,2.8,23.0
T316,Gary Payton,GSW,G,62,14.9,6.5,3.0,1.3,0.8,0.3,0.5,57.4,71.1,0.6,1.5,32.6,2.8,4.8,0.4,0.6,0.0,0.0,1.7,14.8
T316,Thomas Bryant,CLE,C,66,14.6,6.5,3.8,0.8,0.4,0.6,0.7,50.8,85.9,0.5,2.2,32.4,2.5,4.9,0.8,1.0,0.0,0.0,1.2,15.0
T316,Seth Curry,GSW,G,68,15.6,6.5,1.7,0.9,0.4,0.1,1.2,47.8,84.6,0.5,2.7,45.6,2.4,5.0,0.5,0.6,0.0,0.0,0.9,10.9
T325,Gabe Vincent,LAL,G,72,21.2,6.4,1.3,1.4,0.7,0.2,1.5,40.0,71.4,0.6,4.3,35.3,2.3,5.8,0.2,0.3,0.0,0.0,2.1,12.1
T325,KJ Martin,FA,F,43,21.1,6.4,2.9,1.1,0.4,0.5,0.3,55.2,78.7,0.6,1.3,25.9,2.6,4.7,0.9,1.1,0.0,0.0,2.3,13.7
T325,Zach Collins,CHI,C,64,15.3,6.4,4.5,1.7,0.5,0.5,0.5,50.7,88.5,0.9,1.7,30.2,2.4,4.7,1.1,1.2,0.1,0.0,2.1,16.1
T325,Ronald Holland,DET,F,81,15.7,6.4,2.7,1.0,0.6,0.2,0.4,47.4,75.4,0.9,1.9,23.8,2.4,5.1,1.1,1.5,0.0,0.0,1.7,12.7
T325,Kris Dunn,LAC,G,74,24.1,6.4,3.4,2.8,1.7,0.4,1.0,43.9,68.2,1.0,3.0,33.5,2.6,5.9,0.2,0.3,0.0,0.0,2.7,20.0
T330,Jeremiah Robinson-Earl,DAL,F,66,18.8,6.3,4.8,1.3,0.6,0.1,0.8,45.5,83.6,0.8,2.5,34.1,2.4,5.3,0.7,0.8,0.1,0.0,1.2,15.4
T330,Kenrich Williams,OKC,F,69,16.4,6.3,3.5,1.4,0.6,0.1,1.0,48.3,71.8,0.6,2.5,38.6,2.5,5.1,0.4,0.6,0.0,0.0,1.6,14.4
