,,,Stats,,,,,,,,,,Ratings,,,,,,,,
,Player,Team,G,MIN,PTS,REB,AST,STL,BLK,3PM,FG%,FT%,Overall,PTS,REB,AST,STL,BLK,3PM,FG%,FT%
489,Kobe Bufkin,ATL,10,123,53,21,17,3,2,4,38.3,72.2,-1.50,-2.64,-2.07,-1.67,-2.61,-1.28,-1.63,0.01,-0.13
490,Enrique Freeman,IND,22,180,46,30,9,3,3,1,43.2,68.4,-1.50,-2.65,-2.02,-1.72,-2.61,-1.25,-1.67,0.07,-0.17
491,PJ Hall,DEN,19,65,33,22,4,0,4,2,58.3,75.0,-1.50,-2.69,-2.06,-1.76,-2.72,-1.22,-1.66,0.16,-0.08
492,Tyson Etienne,BKN,7,151,55,9,12,3,1,13,32.7,80.0,-1.50,-2.63,-2.14,-1.70,-2.61,-1.31,-1.50,-0.07,-0.07
493,Jaylen Sims,CHA,6,111,42,6,12,3,1,6,42.9,80.0,-1.50,-2.66,-2.15,-1.70,-2.61,-1.31,-1.60,0.08,-0.07
494,Daeqwon Plowden,ATL,6,70,43,11,2,0,0,9,64.0,100.0,-1.51,-2.66,-2.13,-1.77,-2.72,-1.34,-1.56,0.19,-0.06
495,JD Davison,BOS,16,94,33,13,13,5,1,4,35.3,71.4,-1.51,-2.69,-2.12,-1.69,-2.53,-1.31,-1.63,0.01,-0.10
496,Jaylen Nowell,NOP,8,168,67,20,18,1,4,8,35.6,63.6,-1.51,-2.60,-2.08,-1.66,-2.68,-1.22,-1.57,-0.09,-0.15
497,Chris Livingston,MIL,21,105,30,35,5,5,0,0,33.3,75.0,-1.51,-2.69,-1.99,-1.75,-2.53,-1.34,-1.69,0.02,-0.10
498,Taylor Hendricks,UTA,3,75,14,15,2,5,4,3,22.2,75.0,-1.51,-2.73,-2.10,-1.77,-2.53,-1.22,-1.64,0.01,-0.08
499,Yuki Kawamura,MEM,22,91,36,12,19,2,0,7,36.7,77.8,-1.51,-2.68,-2.12,-1.65,-2.65,-1.34,-1.59,0.03,-0.08
500,Josh Christopher,MIA,14,70,28,9,8,5,3,2,35.5,66.7,-1.51,-2.70,-2.14,-1.73,-2.53,-1.25,-1.66,0.02,-0.11
501,Marcus Garrett,CHA,4,79,28,6,13,3,2,3,40.7,75.0,-1.51,-2.70,-2.15,-1.69,-2.61,-1.28,-1.64,0.06,-0.08
502,Jamaree Bouyea,MIL,5,62,17,5,10,4,2,1,50.0,66.7,-1.51,-2.73,-2.16,-1.71,-2.57,-1.28,-1.67,0.11,-0.11
503,Pacome Dadiet,NYK,18,112,30,18,5,3,2,6,32.3,66.7,-1.52,-2.69,-2.09,-1.75,-2.61,-1.28,-1.60,0.00,-0.11
504,Chris Duarte,CHI,17,73,36,20,9,0,0,6,46.2,75.0,-1.52,-2.68,-2.08,-1.72,-2.72,-1.34,-1.60,0.10,-0.09
505,Justin Minaya,POR,19,98,18,10,7,6,1,2,38.1,0.0,-1.52,-2.72,-2.13,-1.73,-2.49,-1.31,-1.66,0.06,-0.15
506,Jae Crowder,SAC,9,104,23,20,6,3,0,4,31.8,83.3,-1.52,-2.71,-2.08,-1.74,-2.61,-1.34,-1.63,0.03,-0.06
507,Jacob Toppin,ATL/NYK,17,75,23,15,6,2,0,5,40.9,0.0,-1.52,-2.71,-2.10,-1.74,-2.65,-1.34,-1.62,0.07,-0.08
508,Emoni Bates,CLE,10,75,37,7,8,1,1,11,34.2,0.0,-1.52,-2.68,-2.15,-1.73,-2.68,-1.31,-1.53,-0.01,-0.08
509,Stanley Umude,MIL,22,86,15,17,4,3,6,3,19.2,50.0,-1.52,-2.73,-2.09,-1.76,-2.61,-1.16,-1.64,-0.05,-0.13
510,Leonard Miller,MIN,13,32,20,11,0,2,1,0,40.0,100.0,-1.52,-2.72,-2.13,-1.78,-2.65,-1.31,-1.69,0.08,0.00
511,E.J. Liddell,CHI,12,53,21,9,3,1,1,3,53.3,100.0,-1.52,-2.72,-2.14,-1.76,-2.68,-1.31,-1.64,0.13,-0.06
512,Joe Ingles,MIN,19,115,15,11,23,2,0,3,26.1,0.0,-1.52,-2.73,-2.13,-1.63,-2.65,-1.34,-1.64,0.00,-0.08
513,Bobi Klintman,DET,8,43,15,7,7,2,1,2,60.0,50.0,-1.52,-2.73,-2.15,-1.73,-2.65,-1.31,-1.66,0.13,-0.10
514,Jackson Rowe,GSW,6,51,22,11,4,4,0,3,47.1,50.0,-1.53,-2.71,-2.13,-1.76,-2.57,-1.34,-1.64,0.10,-0.16
515,Cam Christie,LAC,13,58,18,12,6,5,1,2,29.2,50.0,-1.53,-2.72,-2.12,-1.74,-2.53,-1.31,-1.66,0.01,-0.13
516,Malachi Flynn,CHA,4,44,16,7,7,3,0,1,38.5,83.3,-1.53,-2.73,-2.15,-1.73,-2.61,-1.34,-1.67,0.08,-0.06
517,Mason Jones,SAC,10,46,23,9,11,0,1,1,50.0,80.0,-1.53,-2.71,-2.14,-1.71,-2.72,-1.31,-1.67,0.12,-0.07
518,Sidy Cissoko,POR/SAS,22,114,32,21,15,2,1,3,43.3,33.3,-1.53,-2.69,-2.07,-1.68,-2.65,-1.31,-1.64,0.08,-0.27
519,Trey Alexander,DEN,24,116,32,12,11,2,1,3,31.7,75.0,-1.53,-2.69,-2.12,-1.71,-2.65,-1.31,-1.64,-0.04,-0.08
520,Matt Ryan,NYK,19,67,28,8,3,2,0,6,32.3,100.0,-1.53,-2.70,-2.14,-1.76,-2.65,-1.34,-1.60,0.00,-0.06
521,Harrison Ingram,SAS,5,35,4,9,3,3,0,0,50.0,0.0,-1.53,-2.76,-2.14,-1.76,-2.61,-1.34,-1.69,0.11,-0.08
522,Nae'Qwan Tomlin,CLE,5,63,36,21,2,0,1,2,40.6,72.7,-1.53,-2.68,-2.07,-1.77,-2.72,-1.31,-1.66,0.06,-0.11
523,Jazian Gortman,DAL,16,57,24,5,6,2,1,4,39.1,50.0,-1.53,-2.71,-2.16,-1.74,-2.65,-1.31,-1.63,0.06,-0.13
524,TyTy Washington,PHX,16,119,35,13,16,3,0,4,31.1,50.0,-1.53,-2.68,-2.12,-1.67,-2.61,-1.34,-1.63,-0.06,-0.16
525,Luke Travers,CLE,12,88,12,20,8,1,1,0,25.0,100.0,-1.53,-2.74,-2.08,-1.73,-2.68,-1.31,-1.69,0.01,-0.06
526,P.J. Tucker,NYK,3,58,9,8,0,1,1,3,42.9,0.0,-1.54,-2.75,-2.14,-1.78,-2.68,-1.31,-1.64,0.10,-0.08
527,Jahmir Young,CHI,6,29,11,3,6,0,0,1,80.0,100.0,-1.54,-2.74,-2.17,-1.74,-2.72,-1.34,-1.67,0.14,-0.06
528,Emanuel Miller,CHI,6,24,10,8,2,1,0,0,50.0,100.0,-1.54,-2.74,-2.14,-1.77,-2.68,-1.34,-1.69,0.11,-0.06
529,Isaiah Crawford,SAC,15,46,13,8,1,1,2,1,45.5,50.0,-1.54,-2.74,-2.14,-1.78,-2.68,-1.28,-1.67,0.10,-0.13
530,Kevin McCullar,NYK,4,30,6,8,2,1,1,0,28.6,100.0,-1.54,-2.75,-2.14,-1.77,-2.68,-1.31,-1.69,0.08,-0.06
531,David Duke,SAS,6,33,16,5,4,1,0,3,42.9,50.0,-1.54,-2.73,-2.16,-1.76,-2.68,-1.34,-1.64,0.09,-0.10
532,Miles Norris,BOS,3,35,7,9,0,2,1,2,22.2,50.0,-1.54,-2.75,-2.14,-1.78,-2.65,-1.31,-1.66,0.06,-0.10
533,Jack McVeigh,HOU,9,44,14,5,1,0,2,4,29.4,0.0,-1.54,-2.73,-2.16,-1.78,-2.72,-1.28,-1.63,0.04,-0.08
534,Yuri Collins,GSW,2,16,2,3,4,2,0,0,33.3,0.0,-1.54,-2.76,-2.17,-1.76,-2.65,-1.34,-1.69,0.10,-0.08
535,Armel Traore,LAL,9,66,14,15,1,4,2,0,31.6,28.6,-1.54,-2.73,-2.10,-1.78,-2.57,-1.28,-1.69,0.04,-0.24
536,Tolu Smith,DET,1,22,14,8,0,0,0,0,66.7,66.7,-1.54,-2.73,-2.14,-1.78,-2.72,-1.34,-1.69,0.14,-0.09
537,Isaiah Mobley,PHI,1,17,6,4,5,1,1,1,28.6,50.0,-1.54,-2.75,-2.17,-1.75,-2.68,-1.31,-1.67,0.08,-0.10
538,D.J. Carton,TOR,4,33,3,4,3,2,0,0,14.3,100.0,-1.55,-2.76,-2.17,-1.76,-2.65,-1.34,-1.69,0.06,-0.07
539,Anton Watson,NYK,9,22,8,3,2,1,0,0,44.4,0.0,-1.55,-2.75,-2.17,-1.77,-2.68,-1.34,-1.69,0.10,-0.08
540,James Johnson,IND,12,37,8,6,4,0,2,0,36.4,0.0,-1.55,-2.75,-2.15,-1.76,-2.72,-1.28,-1.69,0.08,-0.11
541,Adama Sanogo,CHI,4,21,8,6,1,0,0,0,57.1,0.0,-1.55,-2.75,-2.15,-1.78,-2.72,-1.34,-1.69,0.12,-0.08
542,Taze Moore,POR,2,20,6,8,1,2,0,1,20.0,50.0,-1.55,-2.75,-2.14,-1.78,-2.65,-1.34,-1.67,0.05,-0.10
543,Liam Robbins,MIL,13,58,9,12,2,2,2,0,25.0,50.0,-1.55,-2.75,-2.12,-1.77,-2.65,-1.28,-1.69,0.07,-0.21
544,Ulrich Chomche,TOR,7,32,5,8,2,0,1,0,40.0,50.0,-1.55,-2.76,-2.14,-1.77,-2.72,-1.31,-1.69,0.10,-0.10
545,Alondes Williams,DET,1,4,5,0,1,0,0,1,100.0,0.0,-1.55,-2.76,-2.19,-1.78,-2.72,-1.34,-1.67,0.13,-0.08
546,Bryce McGowens,POR,13,31,13,3,2,1,0,0,28.6,83.3,-1.55,-2.74,-2.17,-1.77,-2.68,-1.34,-1.69,0.05,-0.06
547,Skal Labissiere,SAC,3,12,5,3,1,0,0,1,50.0,0.0,-1.55,-2.76,-2.17,-1.78,-2.72,-1.34,-1.67,0.11,-0.08
548,Trentyn Flowers,LAC,6,26,11,4,0,0,0,0,36.4,100.0,-1.55,-2.74,-2.17,-1.78,-2.72,-1.34,-1.69,0.08,-0.05
549,Jalen McDaniels,WAS,4,7,0,0,1,1,0,0,0.0,0.0,-1.55,-2.77,-2.19,-1.78,-2.68,-1.34,-1.69,0.11,-0.08
550,Phillip Wheeler,PHI,5,44,8,8,2,1,2,0,14.3,100.0,-1.55,-2.75,-2.14,-1.77,-2.68,-1.28,-1.69,-0.05,-0.06
551,James Wiseman,IND,1,5,6,1,0,0,0,0,50.0,100.0,-1.55,-2.75,-2.18,-1.78,-2.72,-1.34,-1.69,0.11,-0.06
552,Jalen Bridges,PHX,8,31,9,4,0,0,0,2,28.6,75.0,-1.55,-2.75,-2.17,-1.78,-2.72,-1.34,-1.66,0.08,-0.08
553,Tristen Newton,IND/MIN,8,16,3,4,2,1,0,0,12.5,100.0,-1.55,-2.76,-2.17,-1.77,-2.68,-1.34,-1.69,0.05,-0.07
554,Isaiah Stevens,MIA,3,6,0,2,0,1,0,0,0.0,0.0,-1.55,-2.77,-2.18,-1.78,-2.68,-1.34,-1.69,0.09,-0.08
555,Ron Harper,DET,1,17,4,7,2,0,0,0,12.5,100.0,-1.55,-2.76,-2.15,-1.77,-2.72,-1.34,-1.69,0.05,-0.06
556,Jahlil Okafor,IND,1,3,0,1,1,0,0,0,0.0,0.0,-1.56,-2.77,-2.18,-1.78,-2.72,-1.34,-1.69,0.11,-0.08
557,Terry Taylor,SAC,3,7,0,1,2,0,0,0,0.0,0.0,-1.56,-2.77,-2.18,-1.77,-2.72,-1.34,-1.69,0.10,-0.08
558,Daishen Nix,MIN,3,13,1,4,3,0,0,0,0.0,50.0,-1.56,-2.77,-2.17,-1.76,-2.72,-1.34,-1.69,0.10,-0.10
559,Jesse Edwards,MIN,2,5,0,0,1,0,0,0,0.0,0.0,-1.56,-2.77,-2.19,-1.78,-2.72,-1.34,-1.69,0.11,-0.08
560,Mac McClung,ORL,2,10,0,1,3,0,0,0,0.0,0.0,-1.56,-2.77,-2.18,-1.76,-2.72,-1.34,-1.69,0.09,-0.08
561,Riley Minix,SAS,1,7,0,2,0,0,0,0,0.0,0.0,-1.56,-2.77,-2.18,-1.78,-2.72,-1.34,-1.69,0.10,-0.08
562,Quincy Olivari,LAL,2,10,3,0,1,0,0,1,20.0,0.0,-1.56,-2.76,-2.19,-1.78,-2.72,-1.34,-1.67,0.08,-0.08
563,Terence Davis,SAC,1,8,0,1,1,0,0,0,0.0,0.0,-1.56,-2.77,-2.18,-1.78,-2.72,-1.34,-1.69,0.09,-0.08
564,Zyon Pullin,MEM,3,3,0,0,0,0,0,0,0.0,0.0,-1.56,-2.77,-2.19,-1.78,-2.72,-1.34,-1.69,0.10,-0.08
565,PJ Dozier,MIN,9,36,7,5,5,1,0,2,66.7,16.7,-1.56,-2.75,-2.16,-1.75,-2.68,-1.34,-1.66,0.12,-0.25
566,Braxton Key,GSW,3,11,3,2,0,2,0,0,0.0,50.0,-1.56,-2.76,-2.18,-1.78,-2.65,-1.34,-1.69,0.07,-0.16
567,Malevy Leons,OKC,6,20,2,3,1,0,0,0,0.0,50.0,-1.56,-2.76,-2.17,-1.78,-2.72,-1.34,-1.69,0.09,-0.13
568,Daniss Jenkins,DET,7,22,7,2,3,0,0,1,30.0,0.0,-1.56,-2.75,-2.18,-1.76,-2.72,-1.34,-1.67,0.07,-0.15
569,Yongxi Cui,BKN,5,10,3,2,0,0,0,0,14.3,50.0,-1.56,-2.76,-2.18,-1.78,-2.72,-1.34,-1.69,0.06,-0.10
