,,,Stats,,,,,,,,,,Ratings,,,,,,,,
,Player,Team,G,MIN,PTS,REB,AST,STL,BLK,3PM,FG%,FT%,Overall,PTS,REB,AST,STL,BLK,3PM,FG%,FT%
429,Lamar Stevens,MEM,10,8.0,4.3,1.5,0.4,0.2,0.1,0.3,48.7,66.7,-1.25,-2.23,-1.66,-1.61,-1.83,-1.04,-1.42,0.05,-0.27
430,Julian Strawther,DEN,4,8.3,4.0,2.5,0.5,0.3,0.3,0.0,35.7,75.0,-1.26,-2.28,-1.27,-1.56,-1.72,-0.74,-1.70,-0.46,-0.30
431,Amir Coffey,LAC,7,12.3,4.7,1.6,0.6,0.4,0.0,0.6,36.7,70.0,-1.26,-2.15,-1.63,-1.53,-1.33,-1.24,-1.16,-0.55,-0.47
432,Kevin McCullar,NYK,4,7.5,1.5,2.0,0.5,0.3,0.3,0.0,28.6,100.0,-1.26,-2.72,-1.47,-1.56,-1.72,-0.74,-1.70,-0.31,0.14
433,Nate Williams,HOU,6,10.2,4.3,1.0,0.7,0.5,0.0,0.3,45.8,50.0,-1.27,-2.22,-1.86,-1.48,-1.18,-1.24,-1.39,-0.08,-0.69
434,Ron Harper,DET,1,17.0,4.0,7.0,2.0,0.0,0.0,0.0,12.5,100.0,-1.27,-2.28,0.48,-0.88,-2.27,-1.24,-1.70,-3.36,1.10
435,Javonte Green,CLE/NOP,13,9.0,2.2,2.0,0.5,0.7,0.1,0.2,29.3,40.0,-1.28,-2.61,-1.47,-1.54,-0.76,-1.08,-1.56,-0.64,-0.58
436,Trey Jemison,LAL/NOP,7,7.9,1.6,2.6,0.3,0.1,0.1,0.0,71.4,50.0,-1.28,-2.71,-1.25,-1.66,-1.96,-0.95,-1.70,0.37,-0.40
437,Damion Lee,PHX,8,5.3,3.1,0.8,0.4,0.3,0.0,0.4,42.9,100.0,-1.28,-2.44,-1.95,-1.62,-1.72,-1.24,-1.35,-0.10,0.14
438,GG Jackson,MEM,5,11.8,3.6,2.6,0.6,0.6,0.0,0.6,22.2,75.0,-1.29,-2.35,-1.23,-1.51,-0.96,-1.24,-1.13,-1.62,-0.23
439,MarJon Beauchamp,LAC/MIL/NYK,5,2.6,2.4,1.4,0.2,0.2,0.0,0.0,50.0,100.0,-1.29,-2.56,-1.70,-1.70,-1.83,-1.24,-1.70,0.12,0.33
440,Shake Milton,BKN/LAL,8,11.8,3.4,1.5,1.0,0.4,0.1,0.1,32.3,75.0,-1.29,-2.39,-1.66,-1.33,-1.45,-0.99,-1.59,-0.68,-0.24
441,Isaac Jones,SAC,10,5.2,2.1,1.2,0.2,0.1,0.2,0.1,56.3,100.0,-1.30,-2.62,-1.78,-1.70,-2.05,-0.84,-1.61,0.24,-0.05
442,Emanuel Miller,CHI,5,4.4,2.0,1.6,0.4,0.2,0.0,0.0,50.0,100.0,-1.31,-2.64,-1.62,-1.61,-1.83,-1.24,-1.70,0.12,0.07
443,Jericho Sims,MIL/NYK,2,11.5,0.0,2.5,1.0,0.0,0.5,0.0,0.0,0.0,-1.31,-2.99,-1.27,-1.33,-2.27,-0.24,-1.70,-0.45,-0.18
444,Adam Flagler,OKC,12,8.3,2.6,1.5,1.0,0.3,0.1,0.5,30.8,50.0,-1.31,-2.53,-1.66,-1.33,-1.72,-1.07,-1.23,-0.60,-0.31
445,Terry Rozier,MIA,7,17.1,3.4,2.7,1.9,0.3,0.0,0.6,23.1,66.7,-1.31,-2.38,-1.19,-0.95,-1.64,-1.24,-1.16,-1.62,-0.31
446,Jahmir Young,CHI,5,5.4,2.2,0.4,1.0,0.0,0.0,0.2,80.0,100.0,-1.31,-2.60,-2.09,-1.33,-2.27,-1.24,-1.51,0.47,0.07
447,Jordan Walsh,BOS,9,6.1,1.6,1.6,0.3,0.2,0.2,0.2,33.3,0.0,-1.31,-2.71,-1.64,-1.64,-1.78,-0.79,-1.49,-0.26,-0.18
448,Andre Jackson,MIL,10,7.6,2.1,1.4,0.7,0.3,0.1,0.1,60.0,33.3,-1.33,-2.62,-1.70,-1.47,-1.61,-1.04,-1.61,0.30,-0.92
449,Trey Alexander,DEN,4,8.0,3.3,0.8,0.8,0.3,0.0,0.3,40.0,0.0,-1.34,-2.41,-1.95,-1.45,-1.72,-1.24,-1.47,-0.32,-0.18
450,Kobe Brown,LAC,9,5.8,1.2,1.1,0.6,0.2,0.1,0.2,40.0,50.0,-1.35,-2.77,-1.81,-1.54,-1.78,-1.02,-1.49,0.00,-0.35
451,Chris Livingston,MIL,6,5.5,2.2,2.0,0.5,0.0,0.0,0.0,33.3,87.5,-1.35,-2.61,-1.47,-1.56,-2.27,-1.24,-1.70,-0.17,0.20
452,Luka Garza,MIN,7,3.7,3.0,0.4,0.4,0.0,0.0,0.3,66.7,75.0,-1.35,-2.46,-2.08,-1.59,-2.27,-1.24,-1.43,0.45,-0.22
453,Kevin Knox,GSW,7,4.7,2.6,0.9,0.1,0.1,0.0,0.1,58.3,75.0,-1.36,-2.53,-1.91,-1.72,-1.96,-1.24,-1.57,0.29,-0.22
454,Justin Minaya,POR,12,6.7,1.5,0.6,0.4,0.4,0.1,0.2,42.1,0.0,-1.36,-2.72,-2.02,-1.60,-1.36,-1.07,-1.55,-0.02,-0.54
455,Xavier Tillman,BOS,4,6.0,1.0,1.3,0.0,0.5,0.0,0.0,14.3,100.0,-1.37,-2.81,-1.76,-1.79,-1.18,-1.24,-1.70,-0.60,0.14
456,Corey Kispert,WAS,1,15.0,4.0,2.0,1.0,0.0,0.0,0.0,40.0,0.0,-1.37,-2.28,-1.47,-1.33,-2.27,-1.24,-1.70,-0.47,-0.18
457,Trayce Jackson-Davis,GSW,10,5.0,3.3,2.0,0.5,0.1,0.1,0.0,61.9,50.0,-1.38,-2.40,-1.47,-1.56,-2.05,-1.04,-1.70,0.41,-1.25
458,Cam Christie,LAC,6,4.2,0.8,0.8,0.5,0.5,0.2,0.0,18.2,50.0,-1.39,-2.84,-1.92,-1.56,-1.18,-0.90,-1.70,-0.55,-0.44
459,Drew Peterson,BOS,7,5.3,1.9,1.4,0.0,0.1,0.0,0.6,33.3,50.0,-1.39,-2.66,-1.69,-1.79,-1.96,-1.24,-1.16,-0.21,-0.40
460,Bones Hyland,LAC/MIN,4,4.3,1.3,0.3,1.0,0.0,0.0,0.3,66.7,0.0,-1.39,-2.77,-2.15,-1.33,-2.27,-1.24,-1.47,0.27,-0.18
461,Terrence Shannon,MIN,5,6.8,0.8,1.0,0.8,0.2,0.0,0.0,33.3,0.0,-1.40,-2.85,-1.86,-1.42,-1.83,-1.24,-1.70,-0.11,-0.18
462,David Roddy,ATL/HOU/PHI,3,11.7,4.3,1.7,0.7,0.0,0.3,0.3,38.5,50.0,-1.40,-2.22,-1.60,-1.48,-2.27,-0.57,-1.39,-0.46,-1.20
463,Jalen Bridges,PHX,3,2.0,1.7,0.3,0.0,0.0,0.0,0.3,33.3,100.0,-1.41,-2.69,-2.12,-1.79,-2.27,-1.24,-1.39,-0.07,0.24
464,Jae Crowder,SAC,2,6.0,1.5,1.5,1.0,0.0,0.0,0.5,20.0,0.0,-1.42,-2.72,-1.66,-1.33,-2.27,-1.24,-1.23,-0.74,-0.18
465,Charles Bassey,SAS,2,6.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,-1.42,-2.99,-2.05,-1.79,-2.27,-0.24,-1.70,-0.16,-0.18
466,Mason Jones,SAC,1,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.43,-2.99,-1.86,-1.33,-2.27,-1.24,-1.70,0.13,-0.18
467,Phillip Wheeler,PHI,5,8.8,1.6,1.6,0.4,0.2,0.4,0.0,14.3,100.0,-1.43,-2.71,-1.62,-1.61,-1.83,-0.44,-1.70,-1.62,0.07
468,Rob Dillingham,MIN,8,3.6,1.0,0.3,0.5,0.3,0.0,0.0,36.4,0.0,-1.43,-2.81,-2.15,-1.56,-1.72,-1.24,-1.70,-0.09,-0.18
469,Anton Watson,NYK,8,2.3,1.0,0.4,0.1,0.1,0.0,0.0,66.7,0.0,-1.44,-2.81,-2.10,-1.73,-2.00,-1.24,-1.70,0.27,-0.18
470,Cody Williams,UTA,8,23.6,3.8,1.4,1.0,0.4,0.3,0.5,23.6,0.0,-1.44,-2.33,-1.71,-1.33,-1.45,-0.74,-1.23,-1.99,-0.72
471,Luke Travers,CLE,3,11.0,1.3,2.7,1.0,0.0,0.0,0.0,22.2,0.0,-1.44,-2.75,-1.21,-1.33,-2.27,-1.24,-1.70,-0.84,-0.18
472,E.J. Liddell,CHI,5,4.0,1.2,0.8,0.0,0.0,0.0,0.0,60.0,0.0,-1.46,-2.78,-1.93,-1.79,-2.27,-1.24,-1.70,0.24,-0.18
473,Isaiah Stevens,MIA,3,2.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,-1.46,-2.99,-1.99,-1.79,-1.54,-1.24,-1.70,-0.26,-0.18
474,Jordan Miller,LAC,3,3.0,1.3,0.0,0.0,0.0,0.0,0.0,33.3,100.0,-1.48,-2.75,-2.25,-1.79,-2.27,-1.24,-1.70,-0.07,0.24
475,Leonard Miller,MIN,3,1.7,0.7,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-1.50,-2.87,-2.25,-1.79,-2.27,-1.24,-1.70,0.32,-0.18
476,Vasilije Micic,CHA/PHX,4,5.0,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,-1.50,-2.99,-2.05,-1.67,-2.27,-1.24,-1.70,0.13,-0.18
477,Terry Taylor,SAC,3,2.3,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,-1.51,-2.99,-2.12,-1.48,-2.27,-1.24,-1.70,-0.06,-0.18
478,Trentyn Flowers,LAC,4,2.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-1.52,-2.90,-2.25,-1.79,-2.27,-1.24,-1.70,-0.16,0.14
479,Pacome Dadiet,NYK,4,4.3,1.0,1.0,0.0,0.0,0.0,0.0,25.0,66.7,-1.53,-2.81,-1.86,-1.79,-2.27,-1.24,-1.70,-0.16,-0.40
480,Jack McVeigh,HOU,2,7.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,-1.53,-2.99,-2.05,-1.79,-2.27,-0.24,-1.70,-1.03,-0.18
481,Kevin Love,MIA,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.54,-2.99,-2.25,-1.79,-2.27,-1.24,-1.70,0.13,-0.18
482,Daniss Jenkins,DET,2,6.5,3.5,1.0,1.5,0.0,0.0,0.5,50.0,0.0,-1.54,-2.37,-1.86,-1.11,-2.27,-1.24,-1.23,0.12,-2.34
483,Isaiah Crawford,SAC,5,1.8,0.2,0.0,0.2,0.0,0.2,0.0,0.0,50.0,-1.54,-2.96,-2.25,-1.70,-2.27,-0.84,-1.70,-0.10,-0.49
484,TyTy Washington,PHX,4,5.5,1.8,0.3,1.0,0.0,0.0,0.3,37.5,0.0,-1.57,-2.68,-2.15,-1.33,-2.27,-1.24,-1.47,-0.17,-1.26
485,Terence Davis,SAC,1,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.58,-2.99,-1.86,-1.33,-2.27,-1.24,-1.70,-1.03,-0.18
486,Braxton Key,GSW,3,3.7,1.0,0.7,0.0,0.7,0.0,0.0,0.0,50.0,-1.59,-2.81,-1.99,-1.79,-0.81,-1.24,-1.70,-0.64,-1.70
487,Ousmane Dieng,OKC,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.61,-2.99,-2.25,-1.79,-2.27,-1.24,-1.70,-0.45,-0.18
488,Mac McClung,ORL,1,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.62,-2.99,-2.25,-1.33,-2.27,-1.24,-1.70,-1.03,-0.18
489,Bryce McGowens,POR,3,3.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,-1.63,-2.99,-1.99,-1.64,-2.27,-1.24,-1.70,-1.03,-0.18
490,Joe Ingles,MIN,1,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.70,-2.99,-2.25,-1.33,-2.27,-1.24,-1.70,-1.61,-0.18
